Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
61-0776-ETEC-V5-col4A	MNJLLHFO_04739	NODE_104_length_5434_cov_169.042001	2189	3277	-	capU	putative hexosyltransferase CapU	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	362	362	100.00	100.00	362	CBL93318.1	putative hexosyltransferase CapU	NA	NA
61-0776-ETEC-V5-col4A	MNJLLHFO_01809	NODE_12_length_125267_cov_40.792803	9034	9612	-	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTP	192	192	100.00	96.35	192	AAA98292.1	tellurium resistance membrane protein TerD	NA	NA
61-0776-ETEC-V5-col4A	MNJLLHFO_01813	NODE_12_length_125267_cov_40.792803	12359	12940	-	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTP	193	193	100.00	98.45	193	AAA86846.1	tellurium resistance-associated protein TerZ	NA	NA
61-0776-ETEC-V5-col4A	MNJLLHFO_01820	NODE_12_length_125267_cov_40.792803	19514	19981	+	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTP	155	155	100.00	100.00	155	AAC44736.1	tellurium resistance protein TerW	NA	NA
61-0776-ETEC-V5-col4A	NA	NODE_134_length_1959_cov_48.079171	3	1172	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	390	399	97.74	100.00	390	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
61-0776-ETEC-V5-col4A	MNJLLHFO_02115	NODE_14_length_109979_cov_27.069453	97918	99150	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	410	410	100.00	98.78	410	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
61-0776-ETEC-V5-col4A	MNJLLHFO_02495	NODE_19_length_84457_cov_30.994821	13535	13888	+	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTP	117	117	100.00	100.00	117	BAE77793.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
61-0776-ETEC-V5-col4A	MNJLLHFO_02497	NODE_19_length_84457_cov_30.994821	15244	15669	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	94.33	141	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
61-0776-ETEC-V5-col4A	MNJLLHFO_00138	NODE_1_length_236904_cov_28.284351	131445	131711	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTP	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
61-0776-ETEC-V5-col4A	MNJLLHFO_02709	NODE_22_length_78666_cov_28.773136	15233	16366	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	377	377	100.00	98.41	377	WP_063610930.1	extended-spectrum class C beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
