Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
61-0677-EAEC-V1-col3B	LOEJAGKK_02037	NODE_10_length_147306_cov_18.785457	138835	141939	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
61-0677-EAEC-V1-col3B	NA	NODE_112_length_1275_cov_36.512521	3	635	+	capU	putative hexosyltransferase CapU	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	211	362	58.29	100.00	211	CAV02025.1	putative hexosyltransferase CapU	NA	NA
61-0677-EAEC-V1-col3B	NA	NODE_148_length_458_cov_59.002625	132	245	+	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	38	38	100.00	100.00	38	AAM88299.1	heat-stable enterotoxin EAST1	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_02446	NODE_14_length_116316_cov_17.855487	18077	18343	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTP	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_02665	NODE_16_length_109845_cov_18.668692	16896	18080	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	394	394	100.00	100.00	394	BAE77620.1	multidrug efflux MFS transporter EmrD	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_02723	NODE_16_length_109845_cov_18.668692	79074	79646	-	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	190	190	100.00	100.00	190	AAT76975.1	long polar fimbria major subunit LpfA-O113	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_02902	NODE_18_length_105080_cov_18.842852	47229	51482	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	1417	1416	99.93	91.24	1415	ABE05822.1	intimin-like adhesin FdeC	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_02954	NODE_19_length_103904_cov_18.606798	4663	5796	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	377	377	100.00	98.41	377	WP_063610930.1	extended-spectrum class C beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
61-0677-EAEC-V1-col3B	LOEJAGKK_00212	NODE_1_length_304791_cov_17.347742	210255	210563	-	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	BLASTP	102	102	100.00	98.04	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
61-0677-EAEC-V1-col3B	LOEJAGKK_03194	NODE_21_length_88020_cov_18.606416	67010	67912	+	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTP	300	300	100.00	100.00	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_03825	NODE_31_length_49958_cov_18.424831	28318	29550	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	410	410	100.00	97.32	410	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_03871	NODE_32_length_47908_cov_17.953817	27846	32414	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE	NA	NA	HMM	1522	1520	100.00	87.59	1523	ADE89421.1	lipoprotein metalloprotease SslE	NF037973.1	lipoprotein metalloprotease SslE
61-0677-EAEC-V1-col3B	LOEJAGKK_04012	NODE_35_length_42377_cov_30.137896	30234	30743	-	dfrA8	trimethoprim-resistant dihydrofolate reductase DfrA8	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	169	169	100.00	100.00	169	WP_000571065.1	trimethoprim-resistant dihydrofolate reductase DfrA8	NF000126.2	trimethoprim-resistant dihydrofolate reductase DfrA8
61-0677-EAEC-V1-col3B	LOEJAGKK_04014	NODE_35_length_42377_cov_30.137896	31679	32539	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NF000531.2	TEM family class A beta-lactamase
61-0677-EAEC-V1-col3B	LOEJAGKK_04018	NODE_35_length_42377_cov_30.137896	34042	34857	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NF000295.1	sulfonamide-resistant dihydropteroate synthase Sul2
61-0677-EAEC-V1-col3B	LOEJAGKK_04019	NODE_35_length_42377_cov_30.137896	34918	35721	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NF032895.1	aminoglycoside O-phosphotransferase APH(3'')-Ib
61-0677-EAEC-V1-col3B	LOEJAGKK_04020	NODE_35_length_42377_cov_30.137896	35721	36557	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	278	278	100.00	100.00	278	WP_000480972.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
61-0677-EAEC-V1-col3B	LOEJAGKK_04211	NODE_40_length_35026_cov_19.418467	29538	29870	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTP	110	110	100.00	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NF000336.1	multidrug efflux SMR transporter EmrE
61-0677-EAEC-V1-col3B	LOEJAGKK_04355	NODE_45_length_32201_cov_24.546538	3611	4849	-	aatA	dispersin export ABC transporter outer membrane protein AatA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	412	412	100.00	99.51	412	CBG27762.1	dispersin export ABC transporter outer membrane protein AatA	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04414	NODE_47_length_30228_cov_22.746509	1787	3877	-	iha	bifunctional siderophore receptor/adhesin Iha	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	696	696	100.00	99.86	696	AFS75030.1	bifunctional siderophore receptor/adhesin Iha	NA	NA
61-0677-EAEC-V1-col3B	NA	NODE_47_length_30228_cov_22.746509	14153	14377	+	mchB	microcin H47	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	75	75	100.00	100.00	75	CAB54534.2	microcin H47	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04432	NODE_47_length_30228_cov_22.746509	18100	20202	+	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	700	700	100.00	100.00	700	AFS85685.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_00802	NODE_4_length_229244_cov_17.138222	41376	43088	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	570	600	95.00	99.65	570	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_00803	NODE_4_length_229244_cov_17.138222	43075	44877	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	600	600	100.00	99.67	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04531	NODE_51_length_27219_cov_26.572323	6981	7487	+	aaiC	type VI secretion system protein AaiC/Hcp2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	168	168	100.00	100.00	168	CBG37385.1	type VI secretion system protein AaiC/Hcp2	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04669	NODE_55_length_23014_cov_17.811702	5304	5882	-	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTP	192	192	100.00	95.31	192	AAA98292.1	tellurium resistance membrane protein TerD	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04673	NODE_55_length_23014_cov_17.811702	8629	9210	-	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTP	193	193	100.00	98.96	193	AAA86846.1	tellurium resistance-associated protein TerZ	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04680	NODE_55_length_23014_cov_17.811702	15783	16250	+	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTP	155	155	100.00	98.71	155	AAC44736.1	tellurium resistance protein TerW	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04759	NODE_60_length_16949_cov_31.555417	1461	5579	-	pic	serine protease autotransporter toxin Pic	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	1372	1372	100.00	99.93	1372	CAU99295.1	serine protease autotransporter toxin Pic	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04762	NODE_60_length_16949_cov_31.555417	7114	7911	-	aggR	aggregative adherence transcriptional regulator AggR	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	265	265	100.00	99.62	265	CBG27804.1	aggregative adherence transcriptional regulator AggR	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04764	NODE_60_length_16949_cov_31.555417	8740	9090	-	aap	dispersin Aap	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	116	116	100.00	99.14	116	CBG27807.1	dispersin Aap	NA	NA
61-0677-EAEC-V1-col3B	NA	NODE_60_length_16949_cov_31.555417	12308	12508	+	aar	AggR-activated transcriptional regulator Aar	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	67	67	100.00	98.51	67	CBG27812.1	AggR-activated transcriptional regulator Aar	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04848	NODE_67_length_10370_cov_35.030020	176	616	-	aafB	aggregative adherence fimbria II minor subunit AafB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	146	146	100.00	98.63	146	CBG27784.1	aggregative adherence fimbria II minor subunit AafB	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_04849	NODE_67_length_10370_cov_35.030020	633	3218	-	aafC	aggregative adherence fimbria II usher protein AafC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	861	856	100.00	98.95	856	AAD27810.1	aggregative adherence fimbria II usher protein AafC	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_01384	NODE_6_length_198622_cov_18.792999	180602	180955	+	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTP	117	117	100.00	100.00	117	BAE77793.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_01386	NODE_6_length_198622_cov_18.792999	182311	182736	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	94.33	141	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
61-0677-EAEC-V1-col3B	LOEJAGKK_04920	NODE_74_length_7208_cov_32.895667	2954	6841	+	pet	serine protease autotransporter toxin Pet	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	1295	1295	100.00	99.46	1295	AAC26634.1	serine protease autotransporter toxin Pet	NA	NA
61-0677-EAEC-V1-col3B	LOEJAGKK_01614	NODE_8_length_168159_cov_17.934538	33611	35032	-	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	473	473	100.00	91.33	473	ADD54679.1	type III secretion system effector EspX1	NA	NA
