Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
S2004_CU1184_IS04	HDMLMDIJ_02373	NODE_12_length_125661_cov_30.162847	65655	66557	+	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTP	300	300	100.00	100.00	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
S2004_CU1184_IS04	NA	NODE_170_length_360_cov_1.169611	135	359	-	qacH	quaternary ammonium compound efflux SMR transporter QacH	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	75	125	60.00	98.67	75	WP_000121134.1	quaternary ammonium compound efflux SMR transporter QacH	NA	NA
S2004_CU1184_IS04	HDMLMDIJ_02872	NODE_17_length_107830_cov_31.473537	9404	9670	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTP	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
S2004_CU1184_IS04	HDMLMDIJ_00129	NODE_1_length_392322_cov_32.982993	132867	137429	-	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE	NA	NA	HMM	1520	1520	100.00	88.03	1521	ADE89421.1	lipoprotein metalloprotease SslE	NF037973.1	lipoprotein metalloprotease SslE
S2004_CU1184_IS04	HDMLMDIJ_03179	NODE_20_length_77972_cov_33.723628	1191	5447	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	1418	1416	100.00	94.14	1416	ABE05822.1	intimin-like adhesin FdeC	NA	NA
S2004_CU1184_IS04	HDMLMDIJ_03284	NODE_21_length_72544_cov_30.245463	23757	24989	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	410	410	100.00	100.00	410	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
S2004_CU1184_IS04	HDMLMDIJ_03583	NODE_26_length_56329_cov_32.579286	5368	8472	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	1034	1034	100.00	100.00	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
S2004_CU1184_IS04	HDMLMDIJ_03683	NODE_28_length_51500_cov_37.931606	14616	15041	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	94.33	141	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
S2004_CU1184_IS04	HDMLMDIJ_03685	NODE_28_length_51500_cov_37.931606	16397	16750	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTP	117	117	100.00	100.00	117	BAE77793.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
S2004_CU1184_IS04	HDMLMDIJ_03703	NODE_28_length_51500_cov_37.931606	39856	40287	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	EXACTP	143	143	100.00	100.00	143	AAD11743.1	silver-binding protein SilE	NA	NA
