Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
61-0631-EIEC-V4-col3B	NA	NODE_119_length_2350_cov_2.511659	1432	2349	+	capU	putative hexosyltransferase CapU	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	306	362	84.53	99.67	306	BAF33872.1	putative hexosyltransferase CapU	NA	NA
61-0631-EIEC-V4-col3B	GLKEAICI_02545	NODE_11_length_159247_cov_18.973494	141493	142626	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	377	377	100.00	97.88	377	WP_063610930.1	extended-spectrum class C beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
61-0631-EIEC-V4-col3B	GLKEAICI_02597	NODE_12_length_146678_cov_17.009768	29631	29939	+	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	BLASTP	102	102	100.00	99.02	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
61-0631-EIEC-V4-col3B	GLKEAICI_03057	NODE_16_length_97077_cov_16.993258	5688	6260	+	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	190	190	100.00	100.00	190	AAT76975.1	long polar fimbria major subunit LpfA-O113	NA	NA
61-0631-EIEC-V4-col3B	GLKEAICI_03115	NODE_16_length_97077_cov_16.993258	67773	68957	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	394	394	100.00	100.00	394	BAE77620.1	multidrug efflux MFS transporter EmrD	NA	NA
61-0631-EIEC-V4-col3B	GLKEAICI_04937	NODE_177_length_1631_cov_2.126770	1025	1318	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	97	97	100.00	100.00	97	CAR12622.1	increased serum survival lipoprotein Iss	NA	NA
61-0631-EIEC-V4-col3B	GLKEAICI_03170	NODE_17_length_83211_cov_17.649602	20217	21119	-	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	BLASTP	300	300	100.00	99.67	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
61-0631-EIEC-V4-col3B	GLKEAICI_00220	NODE_1_length_545272_cov_17.765234	229730	234292	-	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE	NA	NA	HMM	1520	1520	100.00	87.57	1521	ADE89421.1	lipoprotein metalloprotease SslE	NF037973.1	lipoprotein metalloprotease SslE
61-0631-EIEC-V4-col3B	GLKEAICI_00510	NODE_1_length_545272_cov_17.765234	536923	540027	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	99.61	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
61-0631-EIEC-V4-col3B	GLKEAICI_04981	NODE_208_length_1389_cov_36.086128	351	713	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTP	120	120	100.00	98.33	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NF033727.1	arsenite efflux transporter metallochaperone ArsD
