Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
53638	ODMHELBE_00083	53638_Contig_1	57550	59301	+	ipaH2	T3SS effector E3 ubiquitin-protein ligase IpaH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	583	583	100.00	99.66	583	AAN43435.1	T3SS effector E3 ubiquitin-protein ligase IpaH2	NA	NA
53638	NA	53638_Contig_1	1313448	1314599	+	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	384	473	81.18	90.36	384	ADD54679.1	type III secretion system effector EspX1	NA	NA
53638	ODMHELBE_01413	53638_Contig_1	1414262	1415494	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	410	410	100.00	97.80	410	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
53638	ODMHELBE_01555	53638_Contig_1	1556682	1557815	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	377	377	100.00	98.41	377	WP_063610930.1	extended-spectrum class C beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
53638	ODMHELBE_01807	53638_Contig_1	1833790	1834692	-	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTP	300	300	100.00	100.00	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
53638	ODMHELBE_01837	53638_Contig_1	1858510	1859319	+	cdtB	cytolethal distending toxin type III/V nuclease subunit CdtB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	269	269	100.00	100.00	269	CAD48850.1	cytolethal distending toxin type III/V nuclease subunit CdtB	NA	NA
53638	ODMHELBE_02097	53638_Contig_1	2124872	2126056	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	394	394	100.00	100.00	394	BAE77620.1	multidrug efflux MFS transporter EmrD	NA	NA
53638	ODMHELBE_02286	53638_Contig_1	2336317	2336742	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	94.33	141	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
53638	ODMHELBE_02288	53638_Contig_1	2338098	2338451	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTP	117	117	100.00	99.15	117	BAE77793.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
53638	ODMHELBE_02527	53638_Contig_1	2575478	2578582	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
53638	ODMHELBE_02831	53638_Contig_1	2887630	2892192	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE	NA	NA	HMM	1520	1520	100.00	87.97	1521	ADE89421.1	lipoprotein metalloprotease SslE	NF037973.1	lipoprotein metalloprotease SslE
53638	ODMHELBE_03292	53638_Contig_1	3357622	3359433	-	ipaH1	T3SS effector E3 ubiquitin-protein ligase IpaH1/H6	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	603	608	99.18	98.84	603	ABF02983.1	T3SS effector E3 ubiquitin-protein ligase IpaH1/H6	NA	NA
53638	ODMHELBE_03697	53638_Contig_1	3758151	3759914	-	ipaH5	T3SS effector E3 ubiquitin-protein ligase IpaH5	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	587	587	100.00	99.49	587	EID63069.1	T3SS effector E3 ubiquitin-protein ligase IpaH5	NA	NA
53638	ODMHELBE_03889	53638_Contig_1	3937000	3938643	-	ipaH4	T3SS effector E3 ubiquitin-protein ligase IpaH4/H7	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	547	547	100.00	99.63	547	ADA74402.1	T3SS effector E3 ubiquitin-protein ligase IpaH4/H7	NA	NA
53638	ODMHELBE_04057	53638_Contig_1	4133327	4135039	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	570	600	95.00	99.47	570	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
53638	ODMHELBE_04058	53638_Contig_1	4135026	4136828	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	600	600	100.00	99.67	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
53638	ODMHELBE_04348	53638_Contig_1	4371017	4371283	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTP	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
53638	ODMHELBE_04755	53638_Contig_1	4798440	4798748	+	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	EXACTP	102	102	100.00	100.00	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
53638	ODMHELBE_05013	53638_Contig_1	5058148	5059863	+	ipaH3	T3SS effector E3 ubiquitin-protein ligase IpaH3	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	571	571	100.00	99.65	571	ABB65884.1	T3SS effector E3 ubiquitin-protein ligase IpaH3	NA	NA
