Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
61-0776-ETEC-V4-col10A	FGAGPJCB_04544	NODE_101_length_4791_cov_89.665889	2388	3044	+	ltcA	heat-labile enterotoxin LT subunit A	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALP	218	258	84.50	99.08	218	ABV01310.1	heat-labile enterotoxin LT subunit A	NA	NA
61-0776-ETEC-V4-col10A	FGAGPJCB_04569	NODE_106_length_4050_cov_152.234080	2288	3376	-	capU	putative hexosyltransferase CapU	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	362	362	100.00	100.00	362	CBL93318.1	putative hexosyltransferase CapU	NA	NA
61-0776-ETEC-V4-col10A	FGAGPJCB_01972	NODE_12_length_125985_cov_30.488372	110317	110742	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	94.33	141	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
61-0776-ETEC-V4-col10A	FGAGPJCB_01974	NODE_12_length_125985_cov_30.488372	112098	112451	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTP	117	117	100.00	100.00	117	BAE77793.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
61-0776-ETEC-V4-col10A	FGAGPJCB_02180	NODE_14_length_109979_cov_28.207348	97918	99150	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	410	410	100.00	98.78	410	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
61-0776-ETEC-V4-col10A	FGAGPJCB_00139	NODE_1_length_238167_cov_29.358259	132202	132468	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTP	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
61-0776-ETEC-V4-col10A	FGAGPJCB_02700	NODE_21_length_73879_cov_28.994783	13833	14735	+	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTP	300	300	100.00	100.00	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
61-0776-ETEC-V4-col10A	FGAGPJCB_03122	NODE_27_length_55539_cov_30.128376	47068	50172	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	99.81	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
61-0776-ETEC-V4-col10A	FGAGPJCB_03140	NODE_28_length_54322_cov_32.567112	14380	18945	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE	NA	NA	HMM	1521	1520	100.00	86.93	1522	ADE89421.1	lipoprotein metalloprotease SslE	NF037973.1	lipoprotein metalloprotease SslE
61-0776-ETEC-V4-col10A	FGAGPJCB_00435	NODE_2_length_209875_cov_27.429170	187818	188126	-	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	EXACTP	102	102	100.00	100.00	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
