Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
B1147	OLLBKLBB_00830	B1147_Contig_10	30257	30829	+	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	190	190	100.00	92.11	190	ACB16424.1	long polar fimbria major subunit LpfA-O113	NA	NA
B1147	OLLBKLBB_00876	B1147_Contig_10	79753	80937	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	394	396	99.49	98.98	394	EFF04178.1	multidrug efflux MFS transporter EmrD	NA	NA
B1147	OLLBKLBB_00971	B1147_Contig_10	179929	180831	+	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	BLASTP	300	300	100.00	98.00	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
B1147	OLLBKLBB_01352	B1147_Contig_20	145522	145854	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTP	110	110	100.00	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NF000336.1	multidrug efflux SMR transporter EmrE
B1147	OLLBKLBB_01771	B1147_Contig_29	14454	14879	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	91.49	141	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
B1147	OLLBKLBB_01773	B1147_Contig_29	16236	16589	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTP	117	117	100.00	94.87	117	BAE77793.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
B1147	OLLBKLBB_02274	B1147_Contig_32	165693	166868	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	391	377	100.00	93.68	380	AAC77110.1	BlaEC family class C beta-lactamase	NF000185.2	BlaEC family class C beta-lactamase
B1147	OLLBKLBB_03002	B1147_Contig_33	337904	342448	-	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE	NA	NA	HMM	1514	1520	100.00	85.15	1522	ADE89421.1	lipoprotein metalloprotease SslE	NF037973.1	lipoprotein metalloprotease SslE
B1147	OLLBKLBB_03285	B1147_Contig_33	639044	642148	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	97.20	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
B1147	OLLBKLBB_03366	B1147_Contig_37	85484	87664	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	HMM	726	730	99.86	74.79	730	AAL21411.1	intimin-like inverse autotransporter SinH	NF033423.1	intimin-like inverse autotransporter SinH
B1147	OLLBKLBB_03855	B1147_Contig_38	59389	59697	+	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	HMM	102	102	100.00	89.22	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
B1147	OLLBKLBB_00282	B1147_Contig_5	47920	48444	-	lpfA	long polar fimbria major subunit LpfA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	174	174	100.00	97.13	174	CAV00478.1	long polar fimbria major subunit LpfA	NA	NA
B1147	OLLBKLBB_00779	B1147_Contig_9	69300	73547	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	1415	1416	100.00	91.03	1416	ABE05822.1	intimin-like adhesin FdeC	NA	NA
