Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
61-0136-EIEC-V1-col5B	NA	NODE_106_length_1086_cov_18.030723	95	736	-	qnrB19	quinolone resistance pentapeptide repeat protein QnrB19	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	214	214	100.00	100.00	214	WP_012954666.1	quinolone resistance pentapeptide repeat protein QnrB19	NF000420.1	QnrB family quinolone resistance pentapeptide repeat protein
61-0136-EIEC-V1-col5B	DECLEPEE_02013	NODE_11_length_126618_cov_18.906908	5795	8899	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	99.61	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
61-0136-EIEC-V1-col5B	DECLEPEE_02182	NODE_12_length_122584_cov_18.743574	59597	60499	-	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTP	300	300	100.00	100.00	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
61-0136-EIEC-V1-col5B	DECLEPEE_02372	NODE_14_length_111979_cov_19.122035	24679	25911	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	410	410	100.00	98.05	410	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
61-0136-EIEC-V1-col5B	DECLEPEE_03027	NODE_20_length_94082_cov_21.064741	91494	92678	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	394	394	100.00	100.00	394	BAE77620.1	multidrug efflux MFS transporter EmrD	NA	NA
61-0136-EIEC-V1-col5B	DECLEPEE_03950	NODE_36_length_40272_cov_23.956612	2835	7091	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	1418	1416	100.00	94.28	1416	ABE05822.1	intimin-like adhesin FdeC	NA	NA
61-0136-EIEC-V1-col5B	DECLEPEE_03988	NODE_37_length_39913_cov_22.519656	14695	15120	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	94.33	141	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
61-0136-EIEC-V1-col5B	DECLEPEE_03990	NODE_37_length_39913_cov_22.519656	16476	16829	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTP	117	117	100.00	99.15	117	BAE77793.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
61-0136-EIEC-V1-col5B	DECLEPEE_00740	NODE_3_length_227713_cov_18.300396	208128	208436	-	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	BLASTP	102	102	100.00	99.02	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
61-0136-EIEC-V1-col5B	DECLEPEE_04206	NODE_43_length_34859_cov_20.470329	11216	11359	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	PARTIALP	47	88	53.41	100.00	47	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
