Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
61-0136-EIEC-V5A	FCELFO_07230	contig_10	23184	24416	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	410	410	100.00	97.56	410	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
61-0136-EIEC-V5A	FCELFO_08140	contig_11	85201	85509	-	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	BLASTP	102	102	100.00	98.04	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
61-0136-EIEC-V5A	FCELFO_24465	contig_114	3086	3511	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	HMM	141	141	100.00	86.52	141	AAB42203.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
61-0136-EIEC-V5A	FCELFO_12240	contig_20	58878	59780	+	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTP	300	300	100.00	100.00	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
61-0136-EIEC-V5A	FCELFO_12990	contig_22	50456	51640	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	394	394	100.00	100.00	394	BAE77620.1	multidrug efflux MFS transporter EmrD	NA	NA
61-0136-EIEC-V5A	FCELFO_15900	contig_30	62887	64308	+	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	473	473	100.00	90.06	473	ADD54679.1	type III secretion system effector EspX1	NA	NA
61-0136-EIEC-V5A	FCELFO_17945	contig_38	30375	30947	+	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	190	190	100.00	100.00	190	AAT76975.1	long polar fimbria major subunit LpfA-O113	NA	NA
61-0136-EIEC-V5A	FCELFO_20540	contig_54	7889	8242	+	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTP	117	117	100.00	100.00	117	AAB09624.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
61-0136-EIEC-V5A	FCELFO_20545	contig_54	8290	8652	+	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTP	120	120	100.00	98.33	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NF033727.1	arsenite efflux transporter metallochaperone ArsD
61-0136-EIEC-V5A	FCELFO_20550	contig_54	8670	10421	+	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTP	583	583	100.00	99.14	583	AAB09626.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
61-0136-EIEC-V5A	FCELFO_20555	contig_54	10470	11759	+	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTP	429	429	100.00	98.14	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB	NA	NA
61-0136-EIEC-V5A	FCELFO_20560	contig_54	11772	12197	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	97.87	141	AAB09628.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
61-0136-EIEC-V5A	FCELFO_21230	contig_59	1121	4267	-	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	1048	1048	100.00	98.76	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
61-0136-EIEC-V5A	FCELFO_21235	contig_59	4278	5570	-	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	430	430	100.00	99.77	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
61-0136-EIEC-V5A	FCELFO_21240	contig_59	5684	6037	-	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTP	117	117	100.00	100.00	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
61-0136-EIEC-V5A	FCELFO_21245	contig_59	6065	7450	-	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	461	461	100.00	99.78	461	AAD11746.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
61-0136-EIEC-V5A	FCELFO_21250	contig_59	7640	8320	+	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	226	226	100.00	99.56	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
61-0136-EIEC-V5A	FCELFO_21255	contig_59	8313	9794	+	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	493	491	100.00	97.76	491	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
61-0136-EIEC-V5A	FCELFO_21260	contig_59	10039	10470	+	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	EXACTP	143	143	100.00	100.00	143	AAD11743.1	silver-binding protein SilE	NA	NA
61-0136-EIEC-V5A	FCELFO_04635	contig_6	5603	8707	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	99.61	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
61-0136-EIEC-V5A	FCELFO_05835	contig_7	107407	108540	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	377	377	100.00	98.67	377	WP_063610930.1	extended-spectrum class C beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
61-0136-EIEC-V5A	FCELFO_22405	contig_72	4208	4642	-	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTP	144	144	100.00	92.36	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
61-0136-EIEC-V5A	FCELFO_22410	contig_72	4860	6260	-	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTP	466	466	100.00	99.57	466	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
