Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	aap	97.44	351 / 351	101-1_Contig_82	119440..119790	 Dispersin, antiaggregation protein	Z32523
virulence_ecoli	astA	99.15	117 / 117	101-1_Contig_82	52695..52811	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	astA	97.44	117 / 117	101-1_Contig_82	118890..119006	 EAST-1 heat-stable toxin	AB042005
virulence_ecoli	capU	99.91	1089 / 1089	101-1_Contig_83	53632..54720	 Hexosyltransferase homolog	CU928145
virulence_ecoli	gad	100.0	1401 / 1401	101-1_Contig_89	117964..119364	  Glutamate decarboxylase	CP001665
virulence_ecoli	gad	100.0	1401 / 1401	101-1_Contig_91	304141..305541	  Glutamate decarboxylase	U00096
virulence_ecoli	hlyE	97.82	919 / 918	101-1_Contig_87	38340..39246	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iss	100.0	294 / 294	101-1_Contig_85	85540..85833	  Increased serum survival	CP001665
virulence_ecoli	kpsE	100.0	1149 / 1149	101-1_Contig_88	132328..133476	  Capsule polysaccharide export inner-membrane protein	AAMK02000004
virulence_ecoli	kpsMII_K5	100.0	777 / 777	101-1_Contig_88	115689..116465	  Polysialic acid transport protein; Group 2 capsule	AAMK02000004
virulence_ecoli	terC	98.88	714 / 714	101-1_Contig_48	21389..22102	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.37	959 / 966	101-1_Contig_54	27813..28771	  Tellurium ion resistance protein	MG591698
virulence_ecoli	traT	100.0	777 / 777	101-1_Contig_82	102875..103651	  Outer membrane protein complement resistance	AAMK02000010
