Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	ORF3	96.7	1029 / 1029	NODE_78_length_5691_cov_67.993944	3550..4578	 Isoprenoid Biosynthesis	HE610901
virulence_ecoli	ORF4	99.81	540 / 540	NODE_78_length_5691_cov_67.993944	4582..5120	 Putative isopentenyl-diphosphate delta-isomerase	AB255435
virulence_ecoli	aaiC	100.0	507 / 507	NODE_51_length_22733_cov_34.233757	5321..5827	 Type VI secretion protein	FN554766
virulence_ecoli	aap	100.0	351 / 351	NODE_78_length_5691_cov_67.993944	1487..1837	 Dispersin, antiaggregation protein	AB255435
virulence_ecoli	aar	100.0	192 / 192	NODE_83_length_4736_cov_105.633183	3957..4148	 AggR-activated regulator	SSI_AA798
virulence_ecoli	aatA	99.92	1239 / 1239	NODE_46_length_31912_cov_58.714434	4491..5729	 Dispersin transporter protein	AB255435
virulence_ecoli	aggR	100.0	798 / 798	NODE_94_length_3350_cov_67.054995	460..1257	 AraC transcriptional activator	DIJ1
virulence_ecoli	capU	100.0	677 / 1089	NODE_164_length_733_cov_80.827744	57..733	 Hexosyltransferase homolog	AB255435
virulence_ecoli	cia	99.62	264 / 264	NODE_46_length_31912_cov_58.714434	16129..16392	  Colicin ia	UGDH01000002
virulence_ecoli	fyuA	99.9	2022 / 2022	NODE_28_length_64383_cov_20.744581	36539..38560	  Siderophore receptor	AHAU01000040
virulence_ecoli	fyuA	99.9	2022 / 2022	NODE_28_length_64383_cov_20.744581	36539..38560	  Siderophore receptor	NZ_UGAG01000001
virulence_ecoli	gad	99.93	1401 / 1401	NODE_4_length_243272_cov_19.839326	48984..50384	  Glutamate decarboxylase	CU928160
virulence_ecoli	hlyE	99.13	918 / 918	NODE_13_length_99210_cov_28.322597	85985..86900	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	hra	100.0	792 / 792	NODE_34_length_47837_cov_22.710322	166..957	  Heat-resistant agglutinin	CP043942
virulence_ecoli	iha	100.0	2091 / 2091	NODE_45_length_36763_cov_23.381481	1846..3936	  Adherence protein	AE005174
virulence_ecoli	irp2	100.0	6108 / 6108	NODE_28_length_64383_cov_20.744581	17244..23351	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_NLXO01000005
virulence_ecoli	iss	98.98	294 / 294	NODE_2_length_315174_cov_20.433565	41981..42274	  Increased serum survival	CP001665
virulence_ecoli	iss	98.98	294 / 294	NODE_2_length_315174_cov_20.433565	41981..42274	  Increased serum survival	CP001846
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_60_length_12042_cov_28.954033	4955..6697	  Aerobactin synthetase	AAJW02000016
virulence_ecoli	iutA	100.0	2199 / 2199	NODE_60_length_12042_cov_28.954033	8034..10232	  Ferric aerobactin receptor	AAJW02000016
virulence_ecoli	lpfA	100.0	573 / 573	NODE_40_length_40259_cov_20.888806	9708..10280	  Long polar fimbriae	CP002185
virulence_ecoli	neuC	100.0	1164 / 1164	NODE_1_length_418509_cov_20.616738	383813..384976	  Polysialic acid capsule biosynthesis protein	JJLO01000125
virulence_ecoli	pet	99.22	3224 / 3888	NODE_83_length_4736_cov_105.633183	1..3224	 Plasmid-encoded toxin	AF056581
virulence_ecoli	pic	99.95	4119 / 4119	NODE_63_length_10013_cov_28.473027	153..4271	  serine protease autotransporters of Enterobacteriaceae (SPATE)	CU928145
virulence_ecoli	sat	99.66	3224 / 3888	NODE_93_length_3414_cov_33.152832	197..3414	 Secreted autotransporter toxin	JX050263
virulence_ecoli	sepA	100.0	4095 / 4095	NODE_69_length_8841_cov_43.458124	3185..7279	 Shigella extracellular protein A	AB255435
virulence_ecoli	terC	100.0	1041 / 1041	NODE_45_length_36763_cov_23.381481	6529..7569	  Tellurium ion resistance protein	CP006262
virulence_ecoli	terC	100.0	714 / 714	NODE_3_length_282951_cov_21.402011	222244..222957	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	100.0	966 / 966	NODE_7_length_159255_cov_20.043002	122332..123297	  Tellurium ion resistance protein	MG591698
virulence_ecoli	traT	100.0	423 / 423	NODE_45_length_36763_cov_23.381481	36065..36487	  Outer membrane protein complement resistance	AKKX01000148
virulence_ecoli	traT	100.0	129 / 129	NODE_45_length_36763_cov_23.381481	26133..26261	  Outer membrane protein complement resistance	AMTE01000156
virulence_ecoli	traT	100.0	735 / 735	NODE_39_length_42017_cov_40.448808	30823..31557	  Outer membrane protein complement resistance	NZ_UIKU01000027
