Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	aap	97.44	351 / 351	NODE_73_length_5666_cov_51.300590	409..759	 Dispersin, antiaggregation protein	Z32523
virulence_ecoli	astA	100.0	88 / 117	NODE_80_length_2652_cov_50.847379	1005..1092	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	astA	97.44	117 / 117	NODE_73_length_5666_cov_51.300590	1193..1309	 EAST-1 heat-stable toxin	AB042005
virulence_ecoli	astA	100.0	88 / 117	NODE_80_length_2652_cov_50.847379	1005..1092	 EAST-1 heat-stable toxin	AB042005
virulence_ecoli	astA	100.0	88 / 117	NODE_80_length_2652_cov_50.847379	1005..1092	 EAST-1 heat-stable toxin	AF411067
virulence_ecoli	hlyE	97.61	920 / 918	NODE_2_length_253177_cov_22.077365	193123..194030	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iss	100.0	294 / 294	NODE_75_length_4441_cov_20.953712	3069..3362	  Increased serum survival	CP001665
virulence_ecoli	kpsE	99.91	1149 / 1149	NODE_19_length_93497_cov_24.037990	84173..85321	  Capsule polysaccharide export inner-membrane protein	AAMK02000004
virulence_ecoli	ompT	100.0	954 / 954	NODE_70_length_6112_cov_27.205800	105..1058	  Outer membrane protease (protein protease 7)	AP009048
virulence_ecoli	terC	98.88	714 / 714	NODE_38_length_40555_cov_23.893992	22811..23524	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.37	959 / 966	NODE_3_length_230507_cov_24.896606	50586..51544	  Tellurium ion resistance protein	MG591698
virulence_ecoli	traT	99.73	735 / 735	NODE_30_length_55128_cov_42.925723	42729..43463	  Outer membrane protein complement resistance	NZ_UNPL01000128
