Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	eae	99.86	2829 / 2829	NODE_23_length_73605_cov_31.676967	9685..12513	  Intimin	EF204930
virulence_ecoli	espA	92.57	579 / 579	NODE_23_length_73605_cov_31.676967	6362..6940	  Type III secretions system	AJ633130
virulence_ecoli	espF	95.83	624 / 624	NODE_23_length_73605_cov_31.676967	2488..3111	  Type III secretion system	AJ633130
virulence_ecoli	espI	99.32	4093 / 4092	NODE_65_length_9870_cov_30.941591	2429..6521	  serine protease autotransporters of Enterobacteriaceae (SPATE)	AP010958
virulence_ecoli	etpD	100.0	1761 / 1761	NODE_42_length_31986_cov_60.245135	23349..25109	  Type II secretion protein	CP003111
virulence_ecoli	fyuA	100.0	2022 / 2022	NODE_20_length_84114_cov_23.022621	19016..21037	  Siderophore receptor	ADTR01000532
virulence_ecoli	hlyE	97.71	919 / 918	NODE_3_length_217385_cov_23.903607	131906..132812	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iha	99.95	2091 / 2091	NODE_71_length_8387_cov_30.442118	5326..7416	  Adherence protein	AE005174
virulence_ecoli	irp2	100.0	6108 / 6108	NODE_20_length_84114_cov_23.022621	34226..40333	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_PQJF01000011
virulence_ecoli	iss	99.66	294 / 294	NODE_52_length_17328_cov_23.884644	1362..1655	  Increased serum survival	CP001846
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_63_length_10555_cov_28.018038	3825..5567	  Aerobactin synthetase	AMUG01000109
virulence_ecoli	iutA	100.0	2199 / 2199	NODE_63_length_10555_cov_28.018038	290..2488	  Ferric aerobactin receptor	AAJW02000016
virulence_ecoli	nleA	96.32	815 / 1326	NODE_11_length_146474_cov_23.929561	144874..145682	  Non-LEE encoded effector A	GQ845116
virulence_ecoli	nleB	96.13	981 / 981	NODE_109_length_2103_cov_35.188549	352..1332	  Non-LEE encoded effector B	CP001846
virulence_ecoli	terC	99.3	714 / 714	NODE_1_length_326343_cov_27.113303	302818..303531	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.9	959 / 966	NODE_8_length_169652_cov_26.489866	23609..24567	  Tellurium ion resistance protein	MG591698
virulence_ecoli	tir	99.65	1722 / 1719	NODE_23_length_73605_cov_31.676967	13184..14905	  Translocated intimin receptor protein	AB288104
