Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	astA	100.0	117 / 117	NODE_16_length_98733_cov_61.953840	599..715	 EAST-1 heat-stable toxin	AF411067
virulence_ecoli	chuA	99.95	1983 / 1983	NODE_13_length_128314_cov_24.094364	17184..19166	  Outer membrane hemin receptor	UFZT01000001
virulence_ecoli	cia	100.0	1881 / 1881	NODE_16_length_98733_cov_61.953840	63810..65690	  Colicin ia	UGEO01000002
virulence_ecoli	fyuA	99.95	2022 / 2022	NODE_2_length_571897_cov_20.104454	419578..421599	  Siderophore receptor	ADTO01000058
virulence_ecoli	fyuA	99.95	2022 / 2022	NODE_2_length_571897_cov_20.104454	419578..421599	  Siderophore receptor	CAY233333
virulence_ecoli	gad	99.52	1040 / 1401	NODE_6_length_332476_cov_19.066402	1..1040	  Glutamate decarboxylase	CP002167
virulence_ecoli	hra	99.75	792 / 792	NODE_3_length_385290_cov_22.205297	375330..376121	  Heat-resistant agglutinin	CP043942
virulence_ecoli	irp2	99.98	6108 / 6108	NODE_2_length_571897_cov_20.104454	434787..440894	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_NLZX01000039
virulence_ecoli	mchB	99.66	294 / 294	NODE_22_length_40897_cov_28.582656	5585..5878	  Microcin H47 part of colicin H	AJ009631
virulence_ecoli	mchC	99.74	1551 / 1551	NODE_22_length_40897_cov_28.582656	6149..7699	  MchC protein	FN554766
virulence_ecoli	mchF	99.0	2097 / 2097	NODE_22_length_40897_cov_28.582656	9597..11693	  ABC transporter protein MchF	FN554766
virulence_ecoli	mcmA	97.85	279 / 279	NODE_22_length_40897_cov_28.582656	11947..12225	  Microcin M part of colicin H	AJ586887
virulence_ecoli	ompT	100.0	954 / 954	NODE_8_length_290924_cov_20.229310	140837..141790	  Outer membrane protease (protein protease 7)	NZ_JZQJ01000127
virulence_ecoli	papC	94.46	2511 / 2511	NODE_16_length_98733_cov_61.953840	71923..74433	  Outer membrane usher P fimbriae	MG692627
virulence_ecoli	pic	99.13	3784 / 4116	NODE_36_length_4955_cov_85.917179	1172..4955	  serine protease autotransporters of Enterobacteriaceae (SPATE)	AE014075
virulence_ecoli	terC	100.0	714 / 714	NODE_3_length_385290_cov_22.205297	244877..245590	  Tellurium ion resistance protein	CP000468
virulence_ecoli	terC	97.2	964 / 966	NODE_5_length_337800_cov_22.586928	176793..177756	  Tellurium ion resistance protein	MG591698
virulence_ecoli	traT	98.31	178 / 177	NODE_16_length_98733_cov_61.953840	22550..22727	  Outer membrane protein complement resistance	AIGY01000005
virulence_ecoli	traT	100.0	303 / 303	NODE_16_length_98733_cov_61.953840	22014..22316	  Outer membrane protein complement resistance	UEKA01000045
virulence_ecoli	vat	100.0	4131 / 4131	NODE_11_length_140224_cov_24.303496	113995..118125	 Vacuolating autotransporter toxin	AE014075
virulence_ecoli	yfcV	99.47	567 / 567	NODE_17_length_92245_cov_21.814176	63177..63743	  Fimbrial protein	UFZT01000001
virulence_ecoli	yfcV	99.47	567 / 567	NODE_17_length_92245_cov_21.814176	63177..63743	  Fimbrial protein	UGFJ01000003
