Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	afaA	100.0	306 / 306	NODE_9_length_138608_cov_64.466004	13528..13833	  Transcriptional regulator	FM955458
virulence_ecoli	afaB	99.87	798 / 798	NODE_9_length_138608_cov_64.466004	14124..14921	  Periplasmic chaperone	KR338833
virulence_ecoli	afaC	99.96	2583 / 2583	NODE_9_length_138608_cov_64.466004	14961..17543	  Outer membrane usher protein	JN688153
virulence_ecoli	afaD	100.0	420 / 420	NODE_9_length_138608_cov_64.466004	17583..18002	  Afimbrial adhesion	JNQN01000006
virulence_ecoli	afaE	100.0	486 / 486	NODE_9_length_138608_cov_64.466004	18748..19233	  Adhesin protein	JN688153
virulence_ecoli	cia	100.0	1881 / 1881	NODE_23_length_86169_cov_103.703782	62850..64730	  Colicin ia	UDDL01000017
virulence_ecoli	fyuA	100.0	2022 / 2022	NODE_42_length_36529_cov_53.062548	17815..19836	  Siderophore receptor	ADTR01000532
virulence_ecoli	hlyE	99.89	918 / 918	NODE_17_length_111657_cov_53.499857	103049..103966	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iha	99.9	2091 / 2091	NODE_49_length_27030_cov_62.313175	23176..25266	  Adherence protein	CP001671
virulence_ecoli	iss	100.0	294 / 294	NODE_110_length_971_cov_41.853468	181..474	  Increased serum survival	CP001846
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_49_length_27030_cov_62.313175	5072..6814	  Aerobactin synthetase	UFZP01000007
virulence_ecoli	iutA	99.95	2199 / 2199	NODE_49_length_27030_cov_62.313175	8151..10349	  Ferric aerobactin receptor	UGFC01000006
virulence_ecoli	kpsE	100.0	1149 / 1149	NODE_40_length_38351_cov_59.879239	1980..3128	  Capsule polysaccharide export inner-membrane protein	MG739438
virulence_ecoli	kpsMII_K52	96.91	777 / 777	NODE_40_length_38351_cov_59.879239	17715..18491	  Polysialic acid transport protein; Group 2 capsule	UGGK01000002
virulence_ecoli	papA_F43	99.08	543 / 564	NODE_101_length_2436_cov_43.442984	1818..2360	  Major pilin subunit F43	JNMC01000043
virulence_ecoli	sat	99.79	3888 / 3888	NODE_49_length_27030_cov_62.313175	11294..15181	 Secreted autotransporter toxin	CP001671
virulence_ecoli	senB	100.0	1176 / 1176	NODE_50_length_25767_cov_95.820436	9249..10424	  Plasmid-encoded enterotoxin	CP000038
virulence_ecoli	sitA	100.0	915 / 915	NODE_27_length_64306_cov_51.046583	30379..31293	  Iron transport protein	ADTM01000098
virulence_ecoli	terC	100.0	714 / 714	NODE_6_length_256078_cov_59.153089	33716..34429	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.9	966 / 966	NODE_10_length_136260_cov_63.855136	53590..54555	  Tellurium ion resistance protein	MG591698
virulence_ecoli	traT	100.0	777 / 777	NODE_46_length_30137_cov_88.893014	24791..25567	  Outer membrane protein complement resistance	CVTE01000048
