Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	cea	100.0	240 / 240	H223_Contig_1	1236800..1237039	  Colicin E1	GG772217
virulence_ecoli	chuA	100.0	1983 / 1983	H223_Contig_1	4127689..4129671	  Outer membrane hemin receptor	UGAO01000001
virulence_ecoli	cib	99.47	1881 / 1881	H223_Contig_1	3022763..3024643	  Colicin ib	KP198616
virulence_ecoli	clbB	100.0	9621 / 9621	H223_Contig_1	2276491..2286111	  Hybrid non-ribosomal peptide / polyketide megasynthase	AM229678
virulence_ecoli	focC	99.71	696 / 696	H223_Contig_1	1257748..1258443	  S fimbrial/F1C minor subunit	CP010315
virulence_ecoli	fyuA	100.0	2022 / 2022	H223_Contig_1	2220650..2222671	  Siderophore receptor	ADTO01000058
virulence_ecoli	gad	99.89	888 / 1401	H223_Contig_1	4146874..4147761	  Glutamate decarboxylase	CP001671
virulence_ecoli	gad	99.77	871 / 1401	H223_Contig_1	1731990..1732860	  Glutamate decarboxylase	CU928162
virulence_ecoli	gad	99.89	888 / 1401	H223_Contig_1	4146874..4147761	  Glutamate decarboxylase	FM180568
virulence_ecoli	iroN	100.0	2178 / 2178	H223_Contig_1	1266071..1268248	  Enterobactin siderophore receptor protein	AE014075
virulence_ecoli	irp2	100.0	6108 / 6108	H223_Contig_1	2201355..2207462	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_QLAC01000001
virulence_ecoli	iss	100.0	342 / 342	H223_Contig_1	1416059..1416400	  Increased serum survival	AE014075
virulence_ecoli	iss	100.0	294 / 294	H223_Contig_1	704663..704956	  Increased serum survival	CP001665
virulence_ecoli	kpsE	100.0	1149 / 1149	H223_Contig_1	3505702..3506850	  Capsule polysaccharide export inner-membrane protein	CP000243
virulence_ecoli	kpsMII_K1	100.0	777 / 777	H223_Contig_1	3519869..3520645	  Polysialic acid transport protein; Group 2 capsule	UWVJ01000006
virulence_ecoli	mchB	100.0	294 / 294	H223_Contig_1	1245092..1245385	  Microcin H47 part of colicin H	AE014075
virulence_ecoli	mchC	99.94	1551 / 1551	H223_Contig_1	1245657..1247207	  MchC protein	AE014075
virulence_ecoli	mchF	99.95	2115 / 2115	H223_Contig_1	1249087..1251201	  ABC transporter protein MchF	AE014075
virulence_ecoli	mcmA	99.64	279 / 279	H223_Contig_1	1251455..1251733	  Microcin M part of colicin H	AJ586887
virulence_ecoli	neuC	100.0	1176 / 1176	H223_Contig_1	3515075..3516250	  Polysialic acid capsule biosynthesis protein	ADUG01000366
