Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	capU	99.82	1089 / 1089	NODE_51_length_24395_cov_61.704499	18981..20069	 Hexosyltransferase homolog	CU928145
virulence_ecoli	cea	100.0	720 / 720	NODE_71_length_5230_cov_180.505337	4391..5110	  Colicin E1	CYDY01000022
virulence_ecoli	cea	97.67	215 / 240	NODE_71_length_5230_cov_180.505337	589..803	  Colicin E1	GG772217
virulence_ecoli	hlyE	99.89	918 / 918	NODE_4_length_193467_cov_25.897451	179680..180597	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iha	100.0	2091 / 2091	NODE_56_length_16440_cov_29.397482	967..3057	  Adherence protein	CU928162
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_56_length_16440_cov_29.397482	10032..11774	  Aerobactin synthetase	CU928162
virulence_ecoli	iutA	100.0	2199 / 2199	NODE_56_length_16440_cov_29.397482	6497..8695	  Ferric aerobactin receptor	UGCV01000008
virulence_ecoli	sigA	99.92	3858 / 3858	NODE_65_length_8695_cov_32.111859	3033..6890	 Shigella IgA-like protease homologue	AE005674
virulence_ecoli	sigA	99.92	3858 / 3858	NODE_65_length_8695_cov_32.111859	3033..6890	 Shigella IgA-like protease homologue	CP000038
virulence_ecoli	sitA	99.89	915 / 915	NODE_29_length_60839_cov_26.647526	32833..33747	  Iron transport protein	HG977190
virulence_ecoli	terC	100.0	714 / 714	NODE_18_length_107548_cov_26.811307	83136..83849	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.9	966 / 966	NODE_3_length_199943_cov_26.675983	129196..130161	  Tellurium ion resistance protein	MG591698
