Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	aap	98.01	351 / 351	NODE_39_length_40722_cov_71.715758	5488..5838	 Dispersin, antiaggregation protein	Z32523
virulence_ecoli	afaA	100.0	306 / 306	NODE_66_length_12483_cov_63.003547	8155..8460	  Transcriptional regulator	X76688
virulence_ecoli	afaB	99.87	798 / 798	NODE_66_length_12483_cov_63.003547	7083..7880	  Periplasmic chaperone	KR338833
virulence_ecoli	afaC	99.92	2583 / 2583	NODE_66_length_12483_cov_63.003547	4461..7043	  Outer membrane usher protein	JN688153
virulence_ecoli	afaD	100.0	444 / 444	NODE_66_length_12483_cov_63.003547	4002..4445	  Afimbrial adhesion	AY525516
virulence_ecoli	afaE	99.77	884 / 884	NODE_66_length_12483_cov_63.003547	2674..3557	  Adhesin protein	M27725
virulence_ecoli	air	95.16	4604 / 4605	NODE_7_length_208080_cov_66.241290	106834..111437	 Enteroaggregative immunoglobulin repeat protein	CP003034
virulence_ecoli	astA	99.15	117 / 117	NODE_100_length_4139_cov_68.023141	2351..2467	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	astA	97.44	117 / 117	NODE_39_length_40722_cov_71.715758	4050..4166	 EAST-1 heat-stable toxin	AB042005
virulence_ecoli	astA	99.15	117 / 117	NODE_253_length_334_cov_54.396887	95..211	 EAST-1 heat-stable toxin	AB042005
virulence_ecoli	chuA	100.0	1983 / 1983	NODE_35_length_51924_cov_69.458387	17089..19071	  Outer membrane hemin receptor	UFZU01000002
virulence_ecoli	eatA	98.97	4095 / 4095	NODE_63_length_15888_cov_64.602239	6179..10273	 enterotoxigenic E. coli (ETEC) autotransporter A	CR942285
virulence_ecoli	eilA	98.65	1698 / 1698	NODE_7_length_208080_cov_66.241290	118015..119712	 Salmonella HilA homolog	FN554766
virulence_ecoli	fyuA	100.0	2022 / 2022	NODE_10_length_134930_cov_57.882294	45640..47661	  Siderophore receptor	UGCQ01000002
virulence_ecoli	gad	99.5	992 / 1401	NODE_32_length_55007_cov_62.804606	54016..55007	  Glutamate decarboxylase	CU928163
virulence_ecoli	hlyE	98.91	918 / 918	NODE_26_length_67870_cov_50.826900	46802..47719	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iha	99.86	2091 / 2091	NODE_56_length_22994_cov_64.960728	791..2881	  Adherence protein	CP001671
virulence_ecoli	irp2	100.0	6108 / 6108	NODE_10_length_134930_cov_57.882294	60849..66956	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_NTPD01000023
virulence_ecoli	iss	99.66	294 / 294	NODE_29_length_61435_cov_57.939584	48544..48837	  Increased serum survival	CU928163
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_67_length_12425_cov_30.713638	6580..8322	  Aerobactin synthetase	CBTO010000002
virulence_ecoli	iutA	100.0	2202 / 2202	NODE_67_length_12425_cov_30.713638	9678..11879	  Ferric aerobactin receptor	CXZO01000056
virulence_ecoli	kpsE	100.0	1149 / 1149	NODE_1_length_343162_cov_57.741726	337889..339037	  Capsule polysaccharide export inner-membrane protein	X74567
virulence_ecoli	kpsMII_K5	100.0	777 / 777	NODE_1_length_343162_cov_57.741726	322611..323387	  Polysialic acid transport protein; Group 2 capsule	X53819
virulence_ecoli	sitA	100.0	915 / 915	NODE_102_length_3954_cov_58.408047	2622..3536	  Iron transport protein	HG977190
virulence_ecoli	terC	98.46	714 / 714	NODE_47_length_33194_cov_56.552798	9670..10383	  Tellurium ion resistance protein	CP000468
virulence_ecoli	terC	98.54	959 / 966	NODE_1_length_343162_cov_57.741726	173758..174716	  Tellurium ion resistance protein	MG591698
virulence_ecoli	traT	99.44	178 / 177	NODE_121_length_2087_cov_45.066169	1711..1888	  Outer membrane protein complement resistance	AIGY01000005
virulence_ecoli	traT	99.67	303 / 303	NODE_219_length_414_cov_92.563798	1..303	  Outer membrane protein complement resistance	UEKA01000045
