Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	cba	94.7	943 / 1536	NODE_90_length_7401_cov_476.784271	2014..2956	  Colicin B	FJ664721
virulence_ecoli	cif	99.76	851 / 849	NODE_31_length_56152_cov_24.388373	54184..55034	  Type III secreted effector	AF497476
virulence_ecoli	eae	100.0	2847 / 2847	NODE_41_length_40901_cov_37.525769	12021..14867	  Intimin	AJ303141
virulence_ecoli	efa1	99.99	9672 / 9672	NODE_63_length_17938_cov_38.284307	672..10343	  EHEC factor for adherence	AJ303141
virulence_ecoli	ehxA	100.0	2997 / 2997	NODE_73_length_12077_cov_100.106083	1343..4339	 Enterohaemolysin	HM138194
virulence_ecoli	espA	100.0	579 / 579	NODE_41_length_40901_cov_37.525769	8693..9271	  Type III secretions system	AJ303141
virulence_ecoli	espB	100.0	945 / 945	NODE_41_length_40901_cov_37.525769	6573..7517	  Secreted protein B	AP010958
virulence_ecoli	espF	99.89	885 / 885	NODE_41_length_40901_cov_37.525769	4517..5401	  Type III secretion system	AP010958
virulence_ecoli	espJ	99.24	654 / 654	NODE_40_length_41363_cov_25.754009	2412..3065	  Prophage-encoded type III secretion system effector	AB303060
virulence_ecoli	espP	100.0	3903 / 3903	NODE_101_length_4937_cov_88.402675	555..4457	 Extracellular serine protease plasmid-encoded	GQ259888
virulence_ecoli	hlyE	99.13	918 / 918	NODE_10_length_135964_cov_25.975340	95056..95972	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iha	100.0	2091 / 2091	NODE_50_length_31758_cov_28.431015	22250..24340	  Adherence protein	AE005174
virulence_ecoli	iss	98.98	294 / 294	NODE_87_length_7984_cov_31.225623	3779..4072	  Increased serum survival	CP001509
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_68_length_15048_cov_32.097923	4479..6221	  Aerobactin synthetase	AAJW02000016
virulence_ecoli	iutA	100.0	2199 / 2199	NODE_68_length_15048_cov_32.097923	7558..9756	  Ferric aerobactin receptor	AAJW02000016
virulence_ecoli	katP	100.0	2211 / 2211	NODE_128_length_2961_cov_80.885229	207..2417	  Plasmid-encoded catalase peroxidase	AB011549
virulence_ecoli	nleA	100.0	1239 / 1239	NODE_31_length_56152_cov_24.388373	51508..52746	  Non-LEE encoded effector A	AB303062
virulence_ecoli	nleB	100.0	990 / 990	NODE_63_length_17938_cov_38.284307	12944..13933	  Non-LEE encoded effector B	AF453441
virulence_ecoli	nleC	99.8	987 / 987	NODE_76_length_11810_cov_25.125458	465..1451	  Non-LEE encoded effector C	AP010953
virulence_ecoli	ompT	100.0	954 / 954	NODE_62_length_21886_cov_28.507864	7993..8946	  Outer membrane protease (protein protease 7)	CYAG01000051
virulence_ecoli	stx1A	100.0	948 / 948	NODE_69_length_14531_cov_32.763249	863..1810	  Shiga toxin 1, subunit A, variant a	AF461168
virulence_ecoli	stx1B	100.0	270 / 270	NODE_69_length_14531_cov_32.763249	584..853	  Shiga toxin 1, subunit B, variant a	AM230663
virulence_ecoli	tccP	99.8	501 / 753	NODE_55_length_26433_cov_24.340492	25461..25961	  Tir-cytoskeleton coupling protein	AP010953
virulence_ecoli	terC	100.0	1041 / 1041	NODE_50_length_31758_cov_28.431015	18616..19656	  Tellurium ion resistance protein	CP006262
virulence_ecoli	terC	100.0	714 / 714	NODE_17_length_91395_cov_27.756061	50958..51671	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.79	966 / 966	NODE_8_length_161032_cov_26.102258	94926..95891	  Tellurium ion resistance protein	MG591698
virulence_ecoli	tir	100.0	1617 / 1617	NODE_41_length_40901_cov_37.525769	15531..17147	  Translocated intimin receptor protein	AJ303141
virulence_ecoli	toxB	99.98	9501 / 9501	NODE_64_length_17284_cov_101.502819	2934..12433	  Toxin B	AB456530
virulence_ecoli	traT	100.0	423 / 423	NODE_79_length_10256_cov_30.793496	9558..9980	  Outer membrane protein complement resistance	AKKX01000148
virulence_ecoli	traT	100.0	129 / 129	NODE_50_length_31758_cov_28.431015	74..202	  Outer membrane protein complement resistance	AMTE01000156
stx	stx1	100.0	1227 / 1227	NODE_69_length_14531_cov_32.763249	584..1810	O157 FLY16, variant a	AF461168
