Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	ORF3	99.9	1029 / 1029	NODE_33_length_27253_cov_16.851744	25869..26897	 Isoprenoid Biosynthesis	CU928159
virulence_ecoli	ORF4	99.81	540 / 540	NODE_33_length_27253_cov_16.851744	25326..25865	 Putative isopentenyl-diphosphate delta-isomerase	AFRH01000026
virulence_ecoli	aap	100.0	351 / 351	NODE_33_length_27253_cov_16.851744	19345..19695	 Dispersin, antiaggregation protein	Z32523
virulence_ecoli	aar	100.0	201 / 201	NODE_33_length_27253_cov_16.851744	18414..18614	 AggR-activated regulator	SSI_AA784
virulence_ecoli	aatA	99.84	1239 / 1239	NODE_33_length_27253_cov_16.851744	11753..12991	 Dispersin transporter protein	CU928159
virulence_ecoli	afaD	100.0	396 / 396	NODE_44_length_8311_cov_22.122176	1157..1552	  Afimbrial adhesion	JNQU01000050
virulence_ecoli	agg3C	100.0	2550 / 2550	NODE_44_length_8311_cov_22.122176	1611..4160	 Usher, AAF/III assembly unit	TD000189-6
virulence_ecoli	agg3D	99.73	753 / 753	NODE_44_length_8311_cov_22.122176	4215..4967	 Chaperone, AAF/III assembly unit	CU928159
virulence_ecoli	agg5A	99.81	522 / 522	NODE_44_length_8311_cov_22.122176	461..982		AB571098
virulence_ecoli	agg5A	99.81	522 / 522	NODE_44_length_8311_cov_22.122176	461..982		SSI_AA796
virulence_ecoli	aggR	100.0	798 / 798	NODE_33_length_27253_cov_16.851744	20536..21333	 AraC transcriptional activator	55989
virulence_ecoli	air	91.77	4606 / 4605	NODE_37_length_23257_cov_24.785289	17046..21651	 Enteroaggregative immunoglobulin repeat protein	CP003034
virulence_ecoli	chuA	98.79	1983 / 1983	NODE_6_length_232432_cov_24.990712	179752..181734	  Outer membrane hemin receptor	UCZM01000007
virulence_ecoli	eilA	94.88	1698 / 1698	NODE_35_length_25348_cov_32.288908	20904..22601	 Salmonella HilA homolog	CP000970
virulence_ecoli	fyuA	100.0	2022 / 2022	NODE_16_length_126448_cov_24.760095	63640..65661	  Siderophore receptor	AHAW01000033
virulence_ecoli	gad	98.36	1401 / 1401	NODE_4_length_344234_cov_22.012834	51468..52868	  Glutamate decarboxylase	CP001671
virulence_ecoli	gad	97.43	1401 / 1401	NODE_6_length_232432_cov_24.990712	198604..200004	  Glutamate decarboxylase	CP003034
virulence_ecoli	gad	97.43	1401 / 1401	NODE_6_length_232432_cov_24.990712	198604..200004	  Glutamate decarboxylase	CU928163
virulence_ecoli	hlyE	97.6	918 / 918	NODE_14_length_136597_cov_21.191635	129927..130844	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	irp2	100.0	6108 / 6108	NODE_16_length_126448_cov_24.760095	44345..50452	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_CP027520
virulence_ecoli	iss	100.0	294 / 294	NODE_39_length_19919_cov_23.424655	6220..6513	  Increased serum survival	CP001846
virulence_ecoli	terC	98.04	714 / 714	NODE_22_length_79401_cov_30.001588	28480..29193	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	94.62	966 / 966	NODE_2_length_446208_cov_23.874445	257257..258222	  Tellurium ion resistance protein	MG591698
virulence_ecoli	traT	99.86	735 / 735	NODE_26_length_47552_cov_12.782243	22023..22757	  Outer membrane protein complement resistance	NZ_UIKU01000027
