Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	afaD	99.76	417 / 417	NODE_54_length_13486_cov_232.575434	3798..4214	  Afimbrial adhesion	LT985252
virulence_ecoli	astA	100.0	117 / 117	NODE_90_length_1178_cov_1270.160763	279..395	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	capU	100.0	1089 / 1089	NODE_43_length_26924_cov_217.949045	18736..19824	 Hexosyltransferase homolog	CU928145
virulence_ecoli	cib	100.0	1881 / 1881	NODE_45_length_21090_cov_259.440537	5530..7410	  Colicin ib	KP198616
virulence_ecoli	fyuA	99.95	2022 / 2022	NODE_42_length_28073_cov_198.316545	9185..11206	  Siderophore receptor	AHAX01000032
virulence_ecoli	hlyE	100.0	918 / 918	NODE_13_length_143314_cov_170.292138	31180..32097	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iha	99.76	2091 / 2091	NODE_20_length_108289_cov_202.130512	15274..17364	  Adherence protein	AE014075
virulence_ecoli	iss	99.66	294 / 294	NODE_25_length_75115_cov_190.471135	59329..59622	  Increased serum survival	CP001846
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_50_length_15677_cov_257.777885	9831..11573	  Aerobactin synthetase	CBTO010000002
virulence_ecoli	iutA	100.0	2202 / 2202	NODE_50_length_15677_cov_257.777885	12929..15130	  Ferric aerobactin receptor	CXZO01000056
virulence_ecoli	senB	100.0	1176 / 1176	NODE_56_length_10953_cov_220.347646	550..1725	  Plasmid-encoded enterotoxin	CP000038
virulence_ecoli	sitA	100.0	915 / 915	NODE_50_length_15677_cov_257.777885	378..1292	  Iron transport protein	AEZP02000013
virulence_ecoli	terC	100.0	714 / 714	NODE_10_length_161445_cov_192.038087	94468..95181	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.9	966 / 966	NODE_1_length_387489_cov_206.693796	214323..215288	  Tellurium ion resistance protein	MG591698
virulence_ecoli	traT	100.0	831 / 831	NODE_34_length_43083_cov_260.101823	24875..25705	  Outer membrane protein complement resistance	NC_011964
