Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	ORF3	98.93	1029 / 1029	NODE_100_length_3040_cov_53.673979	518..1546	 Isoprenoid Biosynthesis	FN554767
virulence_ecoli	ORF3	95.67	900 / 1029	NODE_65_length_10564_cov_48.720130	3815..4711	 Isoprenoid Biosynthesis	HE610901
virulence_ecoli	ORF4	95.01	541 / 540	NODE_65_length_10564_cov_48.720130	4715..5255	 Putative isopentenyl-diphosphate delta-isomerase	FN554767
virulence_ecoli	ORF4	99.44	540 / 540	NODE_100_length_3040_cov_53.673979	1550..2089	 Putative isopentenyl-diphosphate delta-isomerase	FN554767
virulence_ecoli	aafA	100.0	483 / 483	NODE_96_length_3669_cov_52.090200	3012..3494	 AAF/II major fimbrial subunit	AB571093
virulence_ecoli	aafB	99.32	441 / 441	NODE_65_length_10564_cov_48.720130	9896..10336	 AAF/II minor adhesin. Enterobacteria AfaD invasin protein	FN554767
virulence_ecoli	aafC	99.22	2571 / 2571	NODE_65_length_10564_cov_48.720130	7309..9879	 Usher, AAF/II assembly unit	AF114828
virulence_ecoli	aafD	99.47	750 / 750	NODE_96_length_3669_cov_52.090200	1860..2609	 Chaperone, AAF/II assembly unit	FN554767
virulence_ecoli	aaiC	100.0	507 / 507	NODE_39_length_41441_cov_28.891355	19524..20030	 Type VI secretion protein	cp003301
virulence_ecoli	aap	99.43	351 / 351	NODE_69_length_9006_cov_49.943555	6181..6531	 Dispersin, antiaggregation protein	FN554767
virulence_ecoli	aar	93.0	200 / 201	NODE_65_length_10564_cov_48.720130	5813..6012	 AggR-activated regulator	SSI_AA784
virulence_ecoli	aar	100.0	192 / 192	NODE_69_length_9006_cov_49.943555	2760..2951	 AggR-activated regulator	SSI_AA795
virulence_ecoli	aatA	98.87	1239 / 1239	NODE_48_length_32201_cov_29.514413	27353..28591	 Dispersin transporter protein	FN554767
virulence_ecoli	aggR	99.5	796 / 798	NODE_69_length_9006_cov_49.943555	7360..8155	 AraC transcriptional activator	FN554767
virulence_ecoli	astA	100.0	117 / 117	NODE_157_length_605_cov_84.909091	132..248	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	fyuA	100.0	2022 / 2022	NODE_3_length_230422_cov_20.397651	209602..211623	  Siderophore receptor	CAY233333
virulence_ecoli	hlyE	99.13	918 / 918	NODE_13_length_116964_cov_21.091926	82995..83911	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	hra	98.93	747 / 747	NODE_33_length_47499_cov_23.919552	17996..18742	  Heat-resistant agglutinin	LM995856
virulence_ecoli	iha	99.9	2091 / 2091	NODE_52_length_29823_cov_26.186950	1787..3877	  Adherence protein	CP003289
virulence_ecoli	irp2	100.0	6108 / 6108	NODE_3_length_230422_cov_20.397651	190307..196414	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_QGIE01000012
virulence_ecoli	lpfA	100.0	573 / 573	NODE_15_length_109844_cov_21.968342	30200..30772	  Long polar fimbriae	AP010953
virulence_ecoli	mchB	96.39	305 / 294	NODE_52_length_29823_cov_26.186950	14076..14380	  Microcin H47 part of colicin H	AE014075
virulence_ecoli	mchC	99.94	1551 / 1551	NODE_52_length_29823_cov_26.186950	14652..16202	  MchC protein	CP003289
virulence_ecoli	mchF	100.0	2103 / 2103	NODE_52_length_29823_cov_26.186950	18100..20202	  ABC transporter protein MchF	CP003301
virulence_ecoli	pet	99.43	3888 / 3888	NODE_76_length_7208_cov_45.230122	368..4255	 Plasmid-encoded toxin	AF056581
virulence_ecoli	pic	99.95	4119 / 4119	NODE_87_length_4843_cov_26.503777	195..4313	  serine protease autotransporters of Enterobacteriaceae (SPATE)	CU928145
virulence_ecoli	terC	100.0	714 / 714	NODE_2_length_294860_cov_22.134557	115074..115787	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.27	959 / 966	NODE_31_length_57591_cov_21.301648	35915..36873	  Tellurium ion resistance protein	MG591698
virulence_ecoli	terC	100.0	1041 / 1041	NODE_58_length_22934_cov_20.726955	5849..6889	  Tellurium ion resistance protein	UINO01000028
virulence_ecoli	traT	99.59	732 / 732	NODE_53_length_27525_cov_39.191344	15645..16376	  Outer membrane protein complement resistance	UGDG01000001
