Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	astA	100.0	117 / 117	H10407_Contig_1	4807382..4807498	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	astA	100.0	117 / 117	H10407_Contig_1	729961..730077	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	astA	100.0	117 / 117	H10407_Contig_1	1413026..1413142	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	astA	100.0	117 / 117	H10407_Contig_1	1587735..1587851	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	astA	100.0	117 / 117	H10407_Contig_1	3460070..3460186	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	astA	100.0	117 / 117	H10407_Contig_1	4806222..4806338	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	astA	100.0	117 / 117	H10407_Contig_1	4854199..4854315	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	fyuA	99.9	2022 / 2022	H10407_Contig_1	2248863..2250884	  Siderophore receptor	ADTR01000532
virulence_ecoli	gad	100.0	1401 / 1401	H10407_Contig_1	1689465..1690865	  Glutamate decarboxylase	FN649414
virulence_ecoli	gad	100.0	1401 / 1401	H10407_Contig_1	4051445..4052845	  Glutamate decarboxylase	FN649414
virulence_ecoli	hlyE	100.0	918 / 918	H10407_Contig_1	1368588..1369505	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	irp2	99.97	6108 / 6108	H10407_Contig_1	2229567..2235674	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_PQJF01000011
virulence_ecoli	terC	100.0	714 / 714	H10407_Contig_1	3266351..3267064	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.9	966 / 966	H10407_Contig_1	3629267..3630232	  Tellurium ion resistance protein	MG591698
