Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	ORF3	99.61	1029 / 1029	NODE_32_length_43575_cov_66.497678	42314..43342	 Isoprenoid Biosynthesis	CU928159
virulence_ecoli	ORF4	99.63	540 / 540	NODE_32_length_43575_cov_66.497678	41771..42310	 Putative isopentenyl-diphosphate delta-isomerase	AFRH01000026
virulence_ecoli	aaiC	100.0	507 / 507	NODE_24_length_75811_cov_33.567552	23487..23993	 Type VI secretion protein	FN554766
virulence_ecoli	aap	99.72	351 / 351	NODE_32_length_43575_cov_66.497678	35790..36140	 Dispersin, antiaggregation protein	Z32523
virulence_ecoli	aar	100.0	201 / 201	NODE_32_length_43575_cov_66.497678	34859..35059	 AggR-activated regulator	SSI_AA784
virulence_ecoli	aatA	99.84	1239 / 1239	NODE_32_length_43575_cov_66.497678	28198..29436	 Dispersin transporter protein	CU928159
virulence_ecoli	afaD	100.0	396 / 396	NODE_63_length_4961_cov_83.292998	842..1237	  Afimbrial adhesion	JNQU01000050
virulence_ecoli	agg3C	100.0	2550 / 2550	NODE_63_length_4961_cov_83.292998	1296..3845	 Usher, AAF/III assembly unit	SSI_AA800
virulence_ecoli	agg3D	99.73	753 / 753	NODE_63_length_4961_cov_83.292998	3900..4652	 Chaperone, AAF/III assembly unit	CU928159
virulence_ecoli	agg5A	100.0	516 / 516	NODE_63_length_4961_cov_83.292998	152..667		SSI_AA800
virulence_ecoli	aggR	99.75	798 / 798	NODE_32_length_43575_cov_66.497678	36981..37778	 AraC transcriptional activator	55989
virulence_ecoli	astA	100.0	117 / 117	NODE_10_length_154868_cov_23.749843	994..1110	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	espI	99.29	4092 / 4092	NODE_43_length_19802_cov_34.642687	15558..19649	  serine protease autotransporters of Enterobacteriaceae (SPATE)	AP010958
virulence_ecoli	fyuA	99.95	2022 / 2022	NODE_28_length_51221_cov_22.795597	31040..33061	  Siderophore receptor	UGCQ01000002
virulence_ecoli	hlyA	99.9	3075 / 3075	NODE_54_length_13304_cov_35.136161	4074..7148	  Haemolysin A	CP054232
virulence_ecoli	hlyE	100.0	918 / 918	NODE_6_length_205052_cov_24.277009	84329..85246	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	irp2	100.0	6108 / 6108	NODE_28_length_51221_cov_22.795597	11745..17852	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_NTPD01000023
virulence_ecoli	iss	100.0	294 / 294	NODE_27_length_68956_cov_26.385546	15495..15788	  Increased serum survival	CP001846
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_40_length_26704_cov_32.933113	9237..10979	  Aerobactin synthetase	AAJW02000016
virulence_ecoli	iutA	100.0	2199 / 2199	NODE_40_length_26704_cov_32.933113	5702..7900	  Ferric aerobactin receptor	UGCQ01000002
virulence_ecoli	kpsE	100.0	1149 / 1149	NODE_23_length_84442_cov_27.261507	75971..77119	  Capsule polysaccharide export inner-membrane protein	FBVS01000076
virulence_ecoli	kpsMII	100.0	777 / 777	NODE_23_length_84442_cov_27.261507	60974..61750	  Polysialic acid transport protein; Group 2 capsule	MG736912
virulence_ecoli	ompT	100.0	954 / 954	NODE_39_length_26803_cov_24.997343	3526..4479	  Outer membrane protease (protein protease 7)	NZ_NKVD01000029
virulence_ecoli	papA_fsiA_F16	99.81	537 / 537	NODE_49_length_17414_cov_31.296937	8330..8866	  Major pilin subunit F16	CU928163
virulence_ecoli	papC	99.84	2511 / 2511	NODE_49_length_17414_cov_31.296937	5110..7620	  Outer membrane usher P fimbriae	CP002797
virulence_ecoli	papC	99.84	2511 / 2511	NODE_49_length_17414_cov_31.296937	5110..7620	  Outer membrane usher P fimbriae	JONC01000026
virulence_ecoli	pic	100.0	4119 / 4119	NODE_61_length_5362_cov_31.860549	327..4445	  serine protease autotransporters of Enterobacteriaceae (SPATE)	CU928145
virulence_ecoli	sat	99.97	3888 / 3888	NODE_40_length_26704_cov_32.933113	871..4758	 Secreted autotransporter toxin	AE014075
virulence_ecoli	terC	100.0	714 / 714	NODE_4_length_237642_cov_25.848585	83355..84068	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.9	966 / 966	NODE_3_length_255072_cov_26.055381	185106..186071	  Tellurium ion resistance protein	MG591698
