Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	clbB	100.0	9621 / 9621	NODE_3_length_466082_cov_28.482115	437590..447210	  Hybrid non-ribosomal peptide / polyketide megasynthase	AM229678
virulence_ecoli	fyuA	99.95	2022 / 2022	NODE_21_length_64120_cov_29.164249	27472..29493	  Siderophore receptor	CAY233333
virulence_ecoli	irp2	98.64	6108 / 6108	NODE_21_length_64120_cov_29.164249	8177..14284	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_NMCV01000036
virulence_ecoli	irp2	98.64	6108 / 6108	NODE_21_length_64120_cov_29.164249	8177..14284	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_NOPM01000014
virulence_ecoli	irp2	98.64	6108 / 6108	NODE_21_length_64120_cov_29.164249	8177..14284	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_PQJF01000011
virulence_ecoli	iutA	99.27	2190 / 2190	NODE_30_length_29292_cov_25.090159	7398..9587	  Ferric aerobactin receptor	FLWH01000001
virulence_ecoli	iutA	99.27	2190 / 2190	NODE_30_length_29292_cov_25.090159	7398..9587	  Ferric aerobactin receptor	FLXF01000001
virulence_ecoli	mchF	99.86	2097 / 2097	NODE_3_length_466082_cov_28.482115	414321..416417	  ABC transporter protein MchF	AF063590
virulence_ecoli	terC	97.97	887 / 1041	NODE_57_length_1003_cov_36.815335	117..1003	  Tellurium ion resistance protein	UDHA01000026
virulence_ecoli	terC	97.97	887 / 1041	NODE_57_length_1003_cov_36.815335	117..1003	  Tellurium ion resistance protein	UGAE01000003
