Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	ORF3	99.61	1029 / 1029	NODE_32_length_43776_cov_36.860409	234..1262	 Isoprenoid Biosynthesis	CU928159
virulence_ecoli	ORF4	99.63	540 / 540	NODE_32_length_43776_cov_36.860409	1266..1805	 Putative isopentenyl-diphosphate delta-isomerase	AFRH01000026
virulence_ecoli	aaiC	100.0	507 / 507	NODE_24_length_73943_cov_23.122871	22698..23204	 Type VI secretion protein	FN554766
virulence_ecoli	aap	99.72	351 / 351	NODE_32_length_43776_cov_36.860409	7436..7786	 Dispersin, antiaggregation protein	Z32523
virulence_ecoli	aar	100.0	201 / 201	NODE_32_length_43776_cov_36.860409	8517..8717	 AggR-activated regulator	SSI_AA784
virulence_ecoli	aatA	99.84	1239 / 1239	NODE_32_length_43776_cov_36.860409	14140..15378	 Dispersin transporter protein	CU928159
virulence_ecoli	afaD	100.0	396 / 396	NODE_73_length_4961_cov_47.353808	3725..4120	  Afimbrial adhesion	JNQU01000050
virulence_ecoli	agg3C	100.0	2550 / 2550	NODE_73_length_4961_cov_47.353808	1117..3666	 Usher, AAF/III assembly unit	SSI_AA800
virulence_ecoli	agg3D	99.73	753 / 753	NODE_73_length_4961_cov_47.353808	310..1062	 Chaperone, AAF/III assembly unit	CU928159
virulence_ecoli	agg5A	100.0	516 / 516	NODE_73_length_4961_cov_47.353808	4295..4810		SSI_AA800
virulence_ecoli	aggR	99.75	798 / 798	NODE_32_length_43776_cov_36.860409	5798..6595	 AraC transcriptional activator	55989
virulence_ecoli	astA	100.0	117 / 117	NODE_111_length_1020_cov_106.942736	211..327	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	espI	99.29	4092 / 4092	NODE_66_length_6600_cov_24.481834	582..4673	  serine protease autotransporters of Enterobacteriaceae (SPATE)	AP010958
virulence_ecoli	fyuA	99.95	2022 / 2022	NODE_29_length_53393_cov_15.467177	18161..20182	  Siderophore receptor	UGCQ01000002
virulence_ecoli	hlyA	99.9	3075 / 3075	NODE_57_length_13304_cov_22.876767	6157..9231	  Haemolysin A	CP054232
virulence_ecoli	hlyE	100.0	918 / 918	NODE_7_length_177917_cov_15.663816	55699..56616	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	irp2	100.0	6108 / 6108	NODE_29_length_53393_cov_15.467177	33370..39477	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_NTPD01000023
virulence_ecoli	iss	100.0	294 / 294	NODE_28_length_53994_cov_17.336443	53169..53462	  Increased serum survival	CP001846
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_43_length_26704_cov_23.497690	15726..17468	  Aerobactin synthetase	AAJW02000016
virulence_ecoli	iutA	100.0	2199 / 2199	NODE_43_length_26704_cov_23.497690	18805..21003	  Ferric aerobactin receptor	UGCQ01000002
virulence_ecoli	kpsE	100.0	1149 / 1149	NODE_23_length_82283_cov_18.468372	5165..6313	  Capsule polysaccharide export inner-membrane protein	FBVS01000076
virulence_ecoli	kpsMII	100.0	777 / 777	NODE_23_length_82283_cov_18.468372	20534..21310	  Polysialic acid transport protein; Group 2 capsule	MG736912
virulence_ecoli	ompT	100.0	954 / 954	NODE_42_length_26803_cov_16.435119	22325..23278	  Outer membrane protease (protein protease 7)	NZ_NKVD01000029
virulence_ecoli	papA_fsiA_F16	99.81	537 / 537	NODE_50_length_17414_cov_22.417662	8549..9085	  Major pilin subunit F16	CU928163
virulence_ecoli	papC	99.84	2511 / 2511	NODE_50_length_17414_cov_22.417662	9795..12305	  Outer membrane usher P fimbriae	CP002797
virulence_ecoli	papC	99.84	2511 / 2511	NODE_50_length_17414_cov_22.417662	9795..12305	  Outer membrane usher P fimbriae	JONC01000026
virulence_ecoli	pic	100.0	4119 / 4119	NODE_65_length_6819_cov_24.479828	2427..6545	  serine protease autotransporters of Enterobacteriaceae (SPATE)	CU928145
virulence_ecoli	sat	99.97	3888 / 3888	NODE_43_length_26704_cov_23.497690	21947..25834	 Secreted autotransporter toxin	AE014075
virulence_ecoli	terC	100.0	714 / 714	NODE_8_length_177097_cov_17.565190	22810..23523	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.9	966 / 966	NODE_3_length_254983_cov_18.021565	184924..185889	  Tellurium ion resistance protein	MG591698
