Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	ORF3	98.93	1029 / 1029	NODE_72_length_9639_cov_52.802970	518..1546	 Isoprenoid Biosynthesis	FN554767
virulence_ecoli	ORF3	95.67	900 / 1029	NODE_68_length_10370_cov_45.738463	3674..4570	 Isoprenoid Biosynthesis	HE610901
virulence_ecoli	ORF4	95.01	541 / 540	NODE_68_length_10370_cov_45.738463	4574..5114	 Putative isopentenyl-diphosphate delta-isomerase	FN554767
virulence_ecoli	ORF4	99.44	540 / 540	NODE_72_length_9639_cov_52.802970	1550..2089	 Putative isopentenyl-diphosphate delta-isomerase	FN554767
virulence_ecoli	aafA	100.0	483 / 483	NODE_96_length_4499_cov_52.307553	3842..4324	 AAF/II major fimbrial subunit	AB571093
virulence_ecoli	aafB	99.32	441 / 441	NODE_68_length_10370_cov_45.738463	9755..10195	 AAF/II minor adhesin. Enterobacteria AfaD invasin protein	FN554767
virulence_ecoli	aafC	99.22	2571 / 2571	NODE_68_length_10370_cov_45.738463	7168..9738	 Usher, AAF/II assembly unit	AF114828
virulence_ecoli	aafD	99.47	750 / 750	NODE_96_length_4499_cov_52.307553	2690..3439	 Chaperone, AAF/II assembly unit	FN554767
virulence_ecoli	aaiC	100.0	507 / 507	NODE_37_length_41441_cov_31.839111	19524..20030	 Type VI secretion protein	cp003301
virulence_ecoli	aap	99.43	351 / 351	NODE_73_length_9007_cov_45.349384	6181..6531	 Dispersin, antiaggregation protein	FN554767
virulence_ecoli	aar	93.0	200 / 201	NODE_68_length_10370_cov_45.738463	5672..5871	 AggR-activated regulator	SSI_AA784
virulence_ecoli	aar	100.0	192 / 192	NODE_73_length_9007_cov_45.349384	2760..2951	 AggR-activated regulator	SSI_AA795
virulence_ecoli	aatA	98.87	1239 / 1239	NODE_72_length_9639_cov_52.802970	4791..6029	 Dispersin transporter protein	FN554767
virulence_ecoli	aggR	99.5	796 / 798	NODE_73_length_9007_cov_45.349384	7360..8155	 AraC transcriptional activator	FN554767
virulence_ecoli	astA	100.0	117 / 117	NODE_167_length_458_cov_72.611549	132..248	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	fyuA	100.0	2022 / 2022	NODE_1_length_525983_cov_21.462566	18800..20821	  Siderophore receptor	CAY233333
virulence_ecoli	hlyE	99.13	918 / 918	NODE_12_length_118260_cov_22.424790	33152..34068	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	hra	98.93	747 / 747	NODE_33_length_47299_cov_28.570878	28558..29304	  Heat-resistant agglutinin	LM995856
virulence_ecoli	iha	99.9	2091 / 2091	NODE_48_length_30807_cov_26.479173	26931..29021	  Adherence protein	CP003289
virulence_ecoli	irp2	100.0	6108 / 6108	NODE_1_length_525983_cov_21.462566	34009..40116	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_QGIE01000012
virulence_ecoli	lpfA	100.0	573 / 573	NODE_14_length_109844_cov_28.130649	30200..30772	  Long polar fimbriae	AP010953
virulence_ecoli	mchB	96.39	305 / 294	NODE_48_length_30807_cov_26.479173	16428..16732	  Microcin H47 part of colicin H	AE014075
virulence_ecoli	mchC	99.94	1551 / 1551	NODE_48_length_30807_cov_26.479173	14606..16156	  MchC protein	CP003289
virulence_ecoli	mchF	100.0	2103 / 2103	NODE_48_length_30807_cov_26.479173	10606..12708	  ABC transporter protein MchF	CP003301
virulence_ecoli	pet	99.43	3888 / 3888	NODE_79_length_7208_cov_42.027345	2954..6841	 Plasmid-encoded toxin	AF056581
virulence_ecoli	pic	99.95	4119 / 4119	NODE_93_length_4843_cov_28.611834	195..4313	  serine protease autotransporters of Enterobacteriaceae (SPATE)	CU928145
virulence_ecoli	terC	100.0	714 / 714	NODE_2_length_295160_cov_25.377619	115074..115787	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.27	959 / 966	NODE_30_length_57591_cov_26.547484	20719..21677	  Tellurium ion resistance protein	MG591698
virulence_ecoli	terC	100.0	1041 / 1041	NODE_61_length_18487_cov_20.891798	16046..17086	  Tellurium ion resistance protein	UINO01000028
virulence_ecoli	traT	99.59	732 / 732	NODE_51_length_26988_cov_36.203634	15108..15839	  Outer membrane protein complement resistance	UGDG01000001
