Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	cea	100.0	1569 / 1569	NODE_109_length_7441_cov_33.192423	2270..3838	  Colicin E1	LAUC01000234
virulence_ecoli	fyuA	99.95	2022 / 2022	NODE_35_length_44234_cov_14.144869	11272..13293	  Siderophore receptor	AHAX01000032
virulence_ecoli	fyuA	92.18	2097 / 2097	NODE_66_length_22452_cov_46.467173	14792..16888	  Siderophore receptor	QOLU01000084
virulence_ecoli	hlyE	99.89	919 / 918	NODE_56_length_26415_cov_15.266839	10807..11725	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	irp2	99.98	6108 / 6108	NODE_35_length_44234_cov_14.144869	26481..32588	  High molecular weight protein 2 non-ribosomal peptide synthetase	QOEM01000039
virulence_ecoli	kpsE	99.91	1149 / 1149	NODE_9_length_122001_cov_17.720564	114600..115748	  Capsule polysaccharide export inner-membrane protein	CP011134
virulence_ecoli	kpsMII_K1	100.0	777 / 777	NODE_9_length_122001_cov_17.720564	100806..101582	  Polysialic acid transport protein; Group 2 capsule	UWVJ01000006
virulence_ecoli	neuC	100.0	1176 / 1176	NODE_9_length_122001_cov_17.720564	105201..106376	  Polysialic acid capsule biosynthesis protein	NZ_UIJU01000012
virulence_ecoli	papA_feiA_F8	99.36	466 / 531	NODE_137_length_3104_cov_22.790882	1179..1644	  Major pilin subunit F8	AF247349
virulence_ecoli	papC	100.0	2193 / 2511	NODE_95_length_10441_cov_19.908240	77..2269	  Outer membrane usher P fimbriae	JONC01000026
virulence_ecoli	senB	100.0	1176 / 1176	NODE_107_length_7474_cov_37.023253	1689..2864	  Plasmid-encoded enterotoxin	CP000038
virulence_ecoli	sigA	99.95	3858 / 3858	NODE_115_length_6369_cov_27.140655	713..4570	 Shigella IgA-like protease homologue	AE005674
virulence_ecoli	terC	100.0	714 / 714	NODE_34_length_44423_cov_17.864249	22810..23523	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.9	966 / 966	NODE_1_length_178833_cov_17.458429	49652..50617	  Tellurium ion resistance protein	MG591698
virulence_ecoli	traT	100.0	735 / 735	NODE_69_length_20766_cov_53.150080	7014..7748	  Outer membrane protein complement resistance	NZ_QRIX01000018
