Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	ORF3	99.61	1029 / 1029	NODE_33_length_43575_cov_62.370224	42314..43342	 Isoprenoid Biosynthesis	CU928159
virulence_ecoli	ORF4	99.63	540 / 540	NODE_33_length_43575_cov_62.370224	41771..42310	 Putative isopentenyl-diphosphate delta-isomerase	AFRH01000026
virulence_ecoli	aaiC	100.0	507 / 507	NODE_24_length_78263_cov_36.290321	53481..53987	 Type VI secretion protein	FN554766
virulence_ecoli	aap	99.72	351 / 351	NODE_33_length_43575_cov_62.370224	35790..36140	 Dispersin, antiaggregation protein	Z32523
virulence_ecoli	aar	100.0	201 / 201	NODE_33_length_43575_cov_62.370224	34859..35059	 AggR-activated regulator	SSI_AA784
virulence_ecoli	aatA	99.84	1239 / 1239	NODE_33_length_43575_cov_62.370224	28198..29436	 Dispersin transporter protein	CU928159
virulence_ecoli	afaD	100.0	396 / 396	NODE_60_length_4961_cov_79.049550	842..1237	  Afimbrial adhesion	JNQU01000050
virulence_ecoli	agg3C	100.0	2550 / 2550	NODE_60_length_4961_cov_79.049550	1296..3845	 Usher, AAF/III assembly unit	SSI_AA800
virulence_ecoli	agg3D	99.73	753 / 753	NODE_60_length_4961_cov_79.049550	3900..4652	 Chaperone, AAF/III assembly unit	CU928159
virulence_ecoli	agg5A	100.0	516 / 516	NODE_60_length_4961_cov_79.049550	152..667		SSI_AA800
virulence_ecoli	aggR	99.75	798 / 798	NODE_33_length_43575_cov_62.370224	36981..37778	 AraC transcriptional activator	55989
virulence_ecoli	astA	100.0	117 / 117	NODE_86_length_1020_cov_172.761400	211..327	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	espI	99.29	4092 / 4092	NODE_45_length_20064_cov_40.511783	416..4507	  serine protease autotransporters of Enterobacteriaceae (SPATE)	AP010958
virulence_ecoli	fyuA	99.95	2022 / 2022	NODE_7_length_201078_cov_28.555092	18923..20944	  Siderophore receptor	UGCQ01000002
virulence_ecoli	hlyA	99.9	3075 / 3075	NODE_51_length_13304_cov_37.057458	6157..9231	  Haemolysin A	CP054232
virulence_ecoli	hlyE	100.0	918 / 918	NODE_6_length_216127_cov_28.609845	95458..96375	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	irp2	100.0	6108 / 6108	NODE_7_length_201078_cov_28.555092	34132..40239	  High molecular weight protein 2 non-ribosomal peptide synthetase	NZ_NTPD01000023
virulence_ecoli	iss	100.0	294 / 294	NODE_27_length_68956_cov_28.436258	15495..15788	  Increased serum survival	CP001846
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_41_length_28064_cov_37.491442	10597..12339	  Aerobactin synthetase	AAJW02000016
virulence_ecoli	iutA	100.0	2199 / 2199	NODE_41_length_28064_cov_37.491442	7062..9260	  Ferric aerobactin receptor	UGCQ01000002
virulence_ecoli	kpsE	100.0	1149 / 1149	NODE_23_length_84042_cov_28.993390	6924..8072	  Capsule polysaccharide export inner-membrane protein	FBVS01000076
virulence_ecoli	kpsMII	100.0	777 / 777	NODE_23_length_84042_cov_28.993390	22293..23069	  Polysialic acid transport protein; Group 2 capsule	MG736912
virulence_ecoli	ompT	100.0	954 / 954	NODE_40_length_28953_cov_27.850118	22325..23278	  Outer membrane protease (protein protease 7)	NZ_NKVD01000029
virulence_ecoli	papA_fsiA_F16	99.81	537 / 537	NODE_42_length_25626_cov_34.955576	16542..17078	  Major pilin subunit F16	CU928163
virulence_ecoli	papC	99.84	2511 / 2511	NODE_42_length_25626_cov_34.955576	13322..15832	  Outer membrane usher P fimbriae	CP002797
virulence_ecoli	papC	99.84	2511 / 2511	NODE_42_length_25626_cov_34.955576	13322..15832	  Outer membrane usher P fimbriae	JONC01000026
virulence_ecoli	pic	100.0	4119 / 4119	NODE_58_length_5362_cov_35.294986	327..4445	  serine protease autotransporters of Enterobacteriaceae (SPATE)	CU928145
virulence_ecoli	sat	99.97	3888 / 3888	NODE_41_length_28064_cov_37.491442	2231..6118	 Secreted autotransporter toxin	AE014075
virulence_ecoli	terC	100.0	714 / 714	NODE_9_length_176625_cov_27.935253	153103..153816	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.9	966 / 966	NODE_3_length_255089_cov_27.510811	185123..186088	  Tellurium ion resistance protein	MG591698
